,ID,geometry
35,35,"LINESTRING (98.033866 22.405272, 98.038234 22.431518, 97.987264 22.497392, 97.93538 22.536184, 97.92176499999999 22.558389, 97.901766 22.560579, 97.86404400000001 22.601116, 97.855536 22.642492, 97.878839 22.699931, 97.86000900000001 22.754483, 97.819337 22.764285, 97.795756 22.795085, 97.770068 22.788883, 97.715673 22.795926, 97.718143 22.812667, 97.68807099999999 22.851251, 97.706312 22.89733, 97.688585 22.943485, 97.70487900000001 22.95805, 97.706642 22.984786, 97.74889500000001 23.024995, 97.75897000000001 23.059791, 97.832835 23.111869, 97.979899 23.324789, 97.958868 23.327489, 97.943097 23.353722, 97.95432099999999 23.36396, 97.941903 23.382565, 97.943005 23.435992, 97.908798 23.500217, 97.912919 23.54358, 97.90611199999999 23.550887, 97.894626 23.543437, 97.871183 23.568958, 97.825189 23.556822, 97.810413 23.58204, 97.83261899999999 23.699727, 97.90564999999999 23.774064, 97.939516 23.830714, 97.993702 23.870072, 97.996094 23.943704, 97.984002 23.948675, 97.97734800000001 23.989675, 97.956817 24.00309, 97.909936 23.992959)"
36,36,"LINESTRING (97.684547 23.830585, 97.682101 23.835967, 97.69341799999999 23.840111, 97.700903 23.846697, 97.71204299999999 23.852926, 97.718075 23.85751, 97.72184 23.862882, 97.73283000000001 23.87021, 97.734053 23.87333, 97.740736 23.876168, 97.756838 23.889477, 97.766477 23.893092, 97.77063 23.896546, 97.776678 23.898781, 97.784403 23.905364, 97.78826700000001 23.906387, 97.792059 23.90922, 97.79677599999999 23.917016, 97.801833 23.91784, 97.80464600000001 23.92045, 97.81098400000001 23.92237, 97.83204499999999 23.934501, 97.836698 23.935227, 97.840805 23.938678, 97.844212 23.938659, 97.852671 23.944194, 97.856094 23.95271, 97.861197 23.955677, 97.863466 23.963368, 97.866674 23.966917, 97.872069 23.969911, 97.88326499999999 23.972092, 97.89570999999999 23.97719, 97.897267 23.98025, 97.897001 23.989605, 97.901478 23.9977, 97.903817 23.998543, 97.907152 23.992997, 97.909936 23.992959)"
37,37,"LINESTRING (97.38395800000001 25.39464, 97.38741899999999 25.394393, 97.388638 25.401692, 97.393885 25.402165, 97.392321 25.415779, 97.39746100000001 25.426931, 97.404561 25.434806, 97.41663699999999 25.426287, 97.43293 25.42294, 97.425225 25.40459, 97.424234 25.382463, 97.43499300000001 25.351086, 97.477572 25.36041, 97.48492400000001 25.365036, 97.49559600000001 25.364236, 97.509134 25.367301, 97.52963699999999 25.375111, 97.564098 25.377938, 97.589373 25.374162, 97.592777 25.3799, 97.604983 25.379009, 97.614653 25.388679, 97.621163 25.389715, 97.62136200000001 25.398664, 97.627999 25.401366, 97.63375600000001 25.407476, 97.649035 25.412597, 97.651656 25.411396, 97.65857 25.418087, 97.66716700000001 25.419643, 97.677385 25.416706, 97.68503699999999 25.421469, 97.692982 25.422616, 97.705783 25.444858, 97.700868 25.455515, 97.704748 25.45883, 97.706636 25.469353, 97.713476 25.48175, 97.72575999999999 25.491176, 97.738592 25.496211, 97.74802200000001 25.504257, 97.75261399999999 25.512545, 97.773042 25.522576)"
38,38,"LINESTRING (100.521611 13.860171, 100.52173 13.859179, 100.534214 13.858345, 100.534058 13.842006, 100.542431 13.82892, 100.548716 13.822194, 100.550377 13.814919, 100.548588 13.808072, 100.540209 13.798646, 100.532788 13.778158, 100.532414 13.773786, 100.52857 13.768627, 100.520992 13.747238, 100.51768 13.731528, 100.517807 13.723637, 100.519264 13.718834, 100.525502 13.720578, 100.525239 13.721962)"
39,39,"LINESTRING (100.596711 13.599628, 100.596836 13.602797, 100.587053 13.630201, 100.571829 13.633143, 100.556816 13.638486, 100.55068 13.638314, 100.548855 13.641901, 100.54189 13.646665, 100.53794 13.664353, 100.529485 13.663708, 100.520831 13.665233, 100.516427 13.662678, 100.514722 13.667683, 100.50756 13.672259, 100.506337 13.671315, 100.510337 13.673082, 100.525661 13.692842, 100.518715 13.702315, 100.519906 13.714709, 100.518641 13.719504, 100.517669 13.718359, 100.525502 13.720578, 100.525239 13.721962)"
40,40,"LINESTRING (105.798988 15.120021, 105.830786 15.10686, 105.877109 15.110599, 105.888026 15.096937, 105.904777 15.05797, 105.906567 15.006163, 105.937796 14.925239, 105.931032 14.887653, 105.938276 14.860801, 105.977839 14.798958, 105.961894 14.733306, 105.910944 14.682324, 105.882097 14.575815, 105.886259 14.414825, 105.91477 14.354807, 105.920091 14.229296, 105.873148 14.111096, 105.903691 14.04512, 105.94308 14.020728, 105.985099 13.975708, 106.009777 13.967085, 106.030369 13.921278, 106.101096 13.909884, 106.112573 13.89767, 106.091775 13.88076, 106.083219 13.847565, 106.101406 13.818711, 106.095489 13.773557, 106.111515 13.744645, 106.089986 13.720141, 106.087043 13.676169, 106.059543 13.594694, 105.987846 13.551168, 105.993417 13.499824)"
41,41,"LINESTRING (104.968569 13.803401, 104.971531 13.816616, 104.9806 13.819563, 104.99177 13.83891, 105.018066 13.861004, 105.050473 13.851669, 105.091738 13.820969, 105.1239 13.814869, 105.172395 13.820307, 105.206745 13.812356, 105.250623 13.825276, 105.295143 13.795448, 105.35366 13.779318, 105.376122 13.781191, 105.403767 13.765756, 105.447787 13.79051, 105.494186 13.795444, 105.526835 13.810874, 105.565364 13.78918, 105.608824 13.775486, 105.635098 13.773742, 105.643424 13.761664, 105.662185 13.768455, 105.682199 13.765377, 105.706268 13.746649, 105.754655 13.738057, 105.772657 13.72758, 105.813748 13.731443, 105.862374 13.693502, 105.88529 13.687701, 105.903281 13.675606, 105.90066 13.647203, 105.939913 13.569204, 105.928377 13.533904, 105.943504 13.519069, 105.948119 13.500609, 105.993417 13.499824)"
42,42,"LINESTRING (106.991502 13.740012, 106.969588 13.73292, 106.966179 13.725269, 106.959605 13.724077, 106.934525 13.677072, 106.908639 13.647604, 106.897867 13.6436, 106.877853 13.617493, 106.858034 13.604581, 106.84603 13.607679, 106.791979 13.583754, 106.778939 13.58514, 106.767922 13.57556, 106.749423 13.577538, 106.717451 13.56608, 106.706333 13.551458, 106.68659 13.545662, 106.68105 13.528899, 106.657225 13.512474, 106.624202 13.462157, 106.590402 13.430698, 106.542281 13.391684, 106.487753 13.364046, 106.452642 13.38028, 106.413253 13.384544, 106.282446 13.423263, 106.271993 13.415814, 106.248817 13.414274, 106.243604 13.403106, 106.236609 13.400349, 106.215982 13.404156, 106.200796 13.417106, 106.184782 13.419688, 106.174002 13.434395, 106.148149 13.444132, 106.105068 13.45057, 106.075163 13.433527, 106.044369 13.454374, 106.028148 13.476536, 105.993417 13.499824)"
43,43,"LINESTRING (101.450003 0.53335, 101.423575 0.583901, 101.418538 0.663776, 101.452428 0.718509, 101.451194 0.7627620000000001, 101.354511 0.806244, 101.234573 0.89841, 101.277413 1.015339, 101.259324 1.046893, 101.281377 1.16904, 101.135004 1.360078, 101.176647 1.42982, 101.177371 1.549227, 101.086981 1.5806, 101.045205 1.625731, 101.004276 1.628118, 100.987756 1.600071, 100.924077 1.606625, 100.891531 1.68234, 100.762778 1.669282, 100.615309 1.705302, 100.446661 1.67096, 100.347194 1.745717, 100.255749 1.747112, 100.187237 1.800453, 100.180949 1.838301, 100.121394 1.868275, 100.122735 1.889881, 100.084594 1.893432, 100.104011 1.956691, 100.095505 2.028687, 99.98319100000001 2.062043, 99.901267 2.033272, 99.867553 2.051667, 99.850442 2.087034, 99.79290500000001 2.122664, 99.77006400000001 2.182324, 99.77691900000001 2.257572, 99.626857 2.487892, 99.660798 2.557197, 99.60896700000001 2.765953, 99.62218 2.825253, 99.713728 2.921194, 99.66760100000001 2.959978, 99.61361599999999 2.969401, 99.60145300000001 3.096794, 99.576724 3.122198, 99.429614 3.156141, 99.420365 3.235351, 99.36399299999999 3.295883, 99.171132 3.341395, 99.163783 3.45024, 99.053894 3.52641, 98.95216600000001 3.545772, 98.80487599999999 3.524772, 98.728109 3.541302, 98.723202 3.597346, 98.666574 3.583234)"
44,44,"LINESTRING (104.916181 11.562002, 104.885358 11.534842, 104.82928 11.534607, 104.802093 11.434666, 104.711095 11.322424, 104.685542 11.168921, 104.684406 11.079634, 104.656351 10.949069, 104.463552 10.841459, 104.389939 10.792074, 104.314074 10.71692, 104.285507 10.713757, 104.205274 10.662449, 104.16348 10.588853, 104.144779 10.573731, 104.09697 10.557206, 103.98036 10.581059, 103.926243 10.616217, 103.914204 10.634383, 103.91578 10.662784, 103.87795 10.725989, 103.858589 10.712788, 103.817817 10.709033, 103.759071 10.583854, 103.644722 10.585715, 103.615372 10.606717, 103.590215 10.600064, 103.544676 10.634761, 103.527506 10.633955, 103.530175 10.608845)"
45,45,"LINESTRING (108.009666 13.885169, 107.986006 13.878326, 107.95567 13.860577, 107.919978 13.855253, 107.885289 13.81411, 107.865016 13.821793, 107.848948 13.835965, 107.838857 13.832241, 107.822321 13.84128, 107.789319 13.835696, 107.748861 13.818907, 107.72008 13.818449, 107.696019 13.799744, 107.681567 13.8004, 107.66963 13.79417, 107.646369 13.799617, 107.609217 13.775727, 107.585124 13.772789, 107.572495 13.761485, 107.554852 13.756193, 107.51834 13.768854, 107.494243 13.768674, 107.473388 13.758592, 107.448885 13.761995, 107.430326 13.752588, 107.416407 13.734391, 107.395359 13.72129, 107.38287 13.723077, 107.371612 13.678859, 107.35795 13.668074, 107.322545 13.677182, 107.293096 13.670273, 107.24746 13.67386, 107.198431 13.695652, 107.18057 13.68907, 107.158389 13.705517, 107.136596 13.700875, 107.124623 13.70532, 107.096849 13.736367, 107.07186 13.745814, 107.046672 13.748129, 107.040076 13.762945, 107.01743 13.74607, 106.991502 13.740012)"
46,46,"LINESTRING (105.993417 13.499824, 106.028148 13.476536, 106.044369 13.454374, 106.075163 13.433527, 106.105068 13.45057, 106.148149 13.444132, 106.174002 13.434395, 106.184782 13.419688, 106.200796 13.417106, 106.215982 13.404156, 106.236609 13.400349, 106.243604 13.403106, 106.248817 13.414274, 106.271993 13.415814, 106.282446 13.423263, 106.413253 13.384544, 106.452642 13.38028, 106.487753 13.364046, 106.542281 13.391684, 106.590402 13.430698, 106.624202 13.462157, 106.657225 13.512474, 106.68105 13.528899, 106.68659 13.545662, 106.706333 13.551458, 106.717451 13.56608, 106.749423 13.577538, 106.767922 13.57556, 106.778939 13.58514, 106.791979 13.583754, 106.84603 13.607679, 106.858034 13.604581, 106.877853 13.617493, 106.897867 13.6436, 106.908639 13.647604, 106.934525 13.677072, 106.959605 13.724077, 106.966179 13.725269, 106.969588 13.73292, 106.991502 13.740012)"
47,47,"LINESTRING (96.02341300000001 23.110288, 96.04159900000001 23.201748, 96.021744 23.24717, 96.01804900000001 23.272168, 96.02807799999999 23.309691, 96.028378 23.384343, 96.03737200000001 23.422844, 96.03203600000001 23.466261, 96.051101 23.467268, 96.077923 23.483678, 96.088171 23.503694, 96.095969 23.598651, 96.121848 23.603196, 96.13220699999999 23.625181, 96.14502899999999 23.634637, 96.15058000000001 23.672606, 96.167151 23.683218, 96.18530800000001 23.709612, 96.155214 23.723514, 96.138694 23.749579, 96.138571 23.75884, 96.14607599999999 23.755552)"
48,48,"LINESTRING (104.753306 16.565031, 104.74955 16.62464, 104.76261 16.67122, 104.80384 16.71403, 104.86016 16.74183, 104.866629 16.756007, 104.901753 16.75032, 104.911245 16.791374, 104.90327 16.831391, 104.910539 16.945815, 104.943405 16.999951, 104.996165 17.029928, 104.983691 17.080123, 104.986025 17.144755, 105.010822 17.209585, 104.992842 17.235254, 104.986831 17.272846, 104.841216 17.382539, 104.831767 17.410488)"
49,49,"LINESTRING (110.420177 -6.992876, 110.416084 -7.002088, 110.418252 -7.031027, 110.433577 -7.029352, 110.434834 -7.047066, 110.424198 -7.057435, 110.436406 -7.071417, 110.418865 -7.104759, 110.425712 -7.138191, 110.423394 -7.166546, 110.444923 -7.183648, 110.458873 -7.254587, 110.483515 -7.268625, 110.512316 -7.309573, 110.531338 -7.325352, 110.532357 -7.344782, 110.538301 -7.354484, 110.532472 -7.36197, 110.513686 -7.361905, 110.513036 -7.400497, 110.538549 -7.445986, 110.562755 -7.471188, 110.582404 -7.512056, 110.596346 -7.518672, 110.601956 -7.535679, 110.609154 -7.538475, 110.686618 -7.534541, 110.75954 -7.560591, 110.790403 -7.560521, 110.813761 -7.549905, 110.831549 -7.556503)"
50,50,"LINESTRING (107.608482 -6.919392, 107.586823 -6.918779, 107.585555 -6.926769, 107.551145 -6.938745, 107.541597 -6.912448, 107.506633 -6.865498, 107.504247 -6.841957, 107.474495 -6.81135, 107.444122 -6.793165, 107.431511 -6.709326, 107.442088 -6.666856, 107.427298 -6.653727, 107.421442 -6.612242, 107.434328 -6.579162, 107.425556 -6.554359, 107.447194 -6.477057, 107.426388 -6.440961, 107.424327 -6.42354, 107.405556 -6.39531, 107.325028 -6.353267, 107.261442 -6.348627, 107.233729 -6.355131, 107.206971 -6.349554, 107.099383 -6.291896, 106.980904 -6.249107, 106.95839 -6.256412, 106.917278 -6.258526, 106.893298 -6.243953, 106.881585 -6.247693, 106.843222 -6.243548, 106.847528 -6.223376, 106.841612 -6.211834)"
51,51,"LINESTRING (106.801936 -6.606584, 106.808089 -6.607708, 106.806876 -6.604511, 106.816174 -6.598093, 106.829913 -6.595577, 106.833653 -6.592594, 106.854305 -6.526908, 106.89151 -6.447842, 106.896816 -6.424166, 106.898391 -6.406257, 106.895987 -6.373496, 106.882703 -6.29953, 106.87272 -6.273449, 106.872352 -6.254485, 106.876124 -6.247946, 106.863987 -6.243184, 106.843222 -6.243548, 106.847528 -6.223376, 106.843244 -6.214581, 106.84454 -6.211176, 106.841612 -6.211834)"
52,52,"LINESTRING (103.860941 13.362028, 103.707927 13.454954, 103.557032 13.531352, 103.402422 13.592607, 103.350216 13.597684, 103.293605 13.612301, 103.108957 13.633197, 103.003074 13.616201, 102.975425 13.592188, 102.973662 13.583626, 102.982886 13.573169, 102.986904 13.551856, 103.017693 13.545211, 103.02281 13.537356, 103.012367 13.477691, 103.018104 13.402775, 103.034921 13.366163, 103.08915 13.280756, 103.091183 13.254861, 103.108605 13.218193, 103.114186 13.154032, 103.118424 13.143106, 103.136374 13.128509, 103.137375 13.111135, 103.193118 13.107576, 103.198253 13.10296)"
53,53,"LINESTRING (102.581352 13.640635, 102.607017 13.633124, 102.72926 13.619171, 102.87224 13.583785, 102.921654 13.578915, 102.945099 13.586624, 102.973076 13.585094, 102.982886 13.573169, 102.986904 13.551856, 103.017693 13.545211, 103.022718 13.537695, 103.012367 13.477691, 103.018104 13.402775, 103.034921 13.366163, 103.08915 13.280756, 103.091183 13.254861, 103.108605 13.218193, 103.117879 13.143901, 103.136374 13.128509, 103.13801 13.110516, 103.193118 13.107576, 103.198253 13.10296)"
54,54,"LINESTRING (112.740975 -7.289114, 112.729153 -7.347836, 112.711382 -7.346386, 112.69819 -7.376495, 112.692865 -7.425797, 112.697251 -7.447636, 112.687754 -7.481494, 112.705163 -7.520943, 112.697545 -7.547818, 112.717396 -7.564692, 112.706142 -7.622557, 112.708645 -7.664806, 112.699944 -7.665982, 112.73385 -7.757417, 112.746046 -7.771801, 112.733237 -7.803497, 112.697596 -7.829963, 112.696855 -7.847086, 112.656785 -7.911974, 112.646241 -7.952194, 112.638651 -7.96732, 112.633392 -7.96726, 112.630151 -7.979958)"
55,55,"LINESTRING (108.216624 -7.327785, 108.215948 -7.315669, 108.200236 -7.297066, 108.204221 -7.278027, 108.19908 -7.273092, 108.195201 -7.245116, 108.201959 -7.221316, 108.189971 -7.213467, 108.184495 -7.190772, 108.174208 -7.178489, 108.161675 -7.168264, 108.153966 -7.165993, 108.151134 -7.159061, 108.147314 -7.158272, 108.145485 -7.124097, 108.131191 -7.117137, 108.123048 -7.115631, 108.115825 -7.117863, 108.115841 -7.114766, 108.109557 -7.113892, 108.099635 -7.095525, 108.098666 -7.085042, 108.086856 -7.06072, 108.068106 -7.058126, 108.064782 -7.055273, 108.062748 -7.058549, 108.057788 -7.058854, 108.05297 -7.054951, 108.051297 -7.056856, 108.050407 -7.052892, 108.044454 -7.051652, 108.042558 -7.054349, 108.037086 -7.051907, 108.03481 -7.056771, 108.029761 -7.057507, 108.027654 -7.053455, 108.005479 -7.05601, 108.000183 -7.054083, 107.997447 -7.045372, 107.987066 -7.044725, 107.990227 -7.038056, 107.986553 -7.036532, 107.986866 -7.034083, 107.980483 -7.034587, 107.972831 -7.040358, 107.951565 -7.044002, 107.945908 -7.04268, 107.939547 -7.036462, 107.908445 -7.037772, 107.89276 -7.021529, 107.855406 -7.0001, 107.833723 -6.96897, 107.799648 -6.964277, 107.766026 -6.953237, 107.755116 -6.942, 107.696974 -6.969618, 107.649252 -6.964711, 107.638353 -6.965866, 107.616377 -6.960967, 107.604125 -6.963319, 107.607053 -6.957688, 107.611934 -6.955849, 107.609363 -6.948277, 107.612472 -6.948437, 107.612783 -6.937747, 107.622502 -6.936946, 107.615759 -6.931483, 107.617604 -6.922514, 107.60803 -6.921283, 107.608482 -6.919392)"
56,56,"LINESTRING (104.831767 17.410488, 104.841216 17.382539, 104.986831 17.272846, 104.992842 17.235254, 105.010822 17.209585, 104.986025 17.144755, 104.983691 17.080123, 104.996165 17.029928, 104.943405 16.999951, 104.910539 16.945815, 104.90327 16.831391, 104.911245 16.791374, 104.901753 16.75032, 104.866629 16.756007, 104.86016 16.74183, 104.80384 16.71403, 104.76261 16.67122, 104.74955 16.62464, 104.753306 16.565031)"
57,57,"LINESTRING (96.14607599999999 23.755552, 96.138571 23.75884, 96.138694 23.749579, 96.155214 23.723514, 96.18530800000001 23.709612, 96.167151 23.683218, 96.15058000000001 23.672606, 96.14502899999999 23.634637, 96.13220699999999 23.625181, 96.121848 23.603196, 96.095969 23.598651, 96.088171 23.503694, 96.077923 23.483678, 96.051101 23.467268, 96.03203600000001 23.466261, 96.03737200000001 23.422844, 96.028378 23.384343, 96.02807799999999 23.309691, 96.01804900000001 23.272168, 96.021744 23.24717, 96.04159900000001 23.201748, 96.02341300000001 23.110288)"
58,58,"LINESTRING (100.325056 17.420654, 100.307406 17.461228, 100.236216 17.471179, 100.231316 17.500198, 100.210516 17.531188, 100.162707 17.560775, 100.124862 17.600762, 100.126326 17.632747, 100.148066 17.668365, 100.131353 17.774281, 100.118169 17.781753, 100.105629 17.814634, 100.059096 17.831434, 100.039411 17.865813, 100.069034 17.916494, 100.065426 17.968938, 100.016264 17.976666, 99.97861 17.956663, 99.94220300000001 17.953523, 99.90253 17.989401, 99.735562 18.005244, 99.699085 18.037845, 99.696631 18.060169, 99.672847 18.056456, 99.620267 18.134006, 99.59930300000001 18.143148, 99.590715 18.16371, 99.59434 18.229419, 99.537277 18.258905, 99.518509 18.283136, 99.49005699999999 18.280527, 99.467724 18.26392, 99.445533 18.286972, 99.38153699999999 18.314021, 99.25435 18.329534, 99.21574800000001 18.394111, 99.202091 18.452457, 99.129031 18.464193, 99.135728 18.497868, 99.128221 18.509805, 99.098849 18.50895, 99.047212 18.554203, 99.04860600000001 18.699039, 99.026496 18.783277, 98.993123 18.787774)"
59,59,"LINESTRING (101.061591 20.654169, 101.061806 20.685533, 101.175183 20.735566, 101.2345 20.780739, 101.256982 20.813626, 101.284036 20.826912, 101.319197 20.875495, 101.389909 20.904724, 101.422811 20.944367, 101.513116 20.993017, 101.581665 21.053158, 101.621073 21.050274, 101.647561 21.061728, 101.662135 20.999118, 101.688146 20.956086, 101.749627 20.930885, 101.770184 20.885244, 101.791624 20.878866, 101.797309 20.865234, 101.799486 20.87192, 101.804752 20.852306, 101.8461 20.851896, 101.852073 20.811221, 101.869389 20.794524, 101.905961 20.7971, 101.947648 20.762904, 101.951257 20.727183, 101.98759 20.685603, 101.975566 20.642441, 102.004192 20.617354, 102.000618 20.609845, 102.043066 20.613537, 102.088548 20.587984, 102.091517 20.575778, 102.164341 20.572142, 102.175936 20.563319, 102.202199 20.577311, 102.216473 20.557909, 102.279498 20.580721, 102.292629 20.568523, 102.334016 20.579247, 102.334968 20.568656, 102.353733 20.570802, 102.369102 20.583771, 102.377304 20.574091, 102.411013 20.576291, 102.37173 20.534946, 102.356414 20.493294, 102.340459 20.47919, 102.314901 20.379551, 102.336174 20.366949, 102.374405 20.373463, 102.420044 20.34679, 102.424202 20.293301, 102.336817 20.235559, 102.315324 20.17592, 102.313721 20.13937, 102.263132 20.088628, 102.267103 20.038486, 102.247358 20.00668, 102.24957 19.973008, 102.235146 19.943994, 102.176465 19.917771, 102.14778 19.881795, 102.135279 19.885706)"
60,60,"LINESTRING (102.600224 17.966921, 102.617758 17.956495, 102.620511 17.909246, 102.644228 17.893988, 102.65376 17.87126, 102.684694 17.874131, 102.713421 17.887944, 102.716834 17.870614, 102.728688 17.858639, 102.745191 17.817659, 102.759307 17.812499, 102.784595 17.682183, 102.790845 17.671175, 102.786619 17.646936, 102.790147 17.613723, 102.802966 17.578089, 102.791427 17.416311, 102.786397 17.415528)"
61,61,"LINESTRING (122.074986 6.910313, 122.092984 6.942679, 122.121525 6.948273, 122.150925 6.985163, 122.178821 6.99665, 122.194281 7.056548, 122.236295 7.099074, 122.233244 7.15853, 122.219021 7.182648, 122.2641 7.244712, 122.262287 7.315897, 122.284123 7.342409, 122.286823 7.369307, 122.325841 7.417939, 122.319867 7.440323, 122.339487 7.492129, 122.364227 7.512702, 122.381536 7.546538, 122.415835 7.562314, 122.428932 7.607096, 122.530888 7.717945, 122.535708 7.739187, 122.592884 7.787675, 122.645065 7.815619, 122.73731 7.810268, 122.792279 7.787171, 122.820176 7.768635, 122.836113 7.733204, 122.859447 7.726007, 122.867537 7.704178, 122.884857 7.705384, 122.934527 7.641841, 122.960012 7.667925, 122.980293 7.667187, 122.984989 7.697896, 123.011378 7.729526, 123.033645 7.723982, 123.098072 7.739049, 123.11594 7.753198, 123.109784 7.771147, 123.118131 7.781846, 123.145778 7.758205, 123.188406 7.794486, 123.201105 7.793777, 123.214143 7.818461, 123.258004 7.849771, 123.357513 7.815113, 123.437954 7.842097, 123.469804 7.841012, 123.507002 7.860213, 123.489257 7.902909, 123.498177 7.951316, 123.490314 7.991017, 123.709454 7.913942, 123.74069 7.886427, 123.764203 7.889985, 123.787707 8.036865000000001, 123.808238 8.051588000000001, 123.816157 8.079332000000001, 123.832889 8.082100000000001, 123.843146 8.099437, 123.898216 8.112342999999999, 123.964832 8.163952, 124.020151 8.190085, 124.154596 8.184108, 124.24186 8.21888, 124.267215 8.27868, 124.246294 8.328015000000001, 124.260957 8.342337000000001, 124.26354 8.377644999999999, 124.293531 8.401389, 124.286026 8.459637000000001, 124.314945 8.538479000000001, 124.388263 8.591167, 124.413573 8.596783, 124.42545 8.578958999999999, 124.452973 8.570137000000001, 124.513274 8.570724, 124.549399 8.534072999999999, 124.568941 8.535607000000001, 124.593815 8.503947999999999, 124.625287 8.504213, 124.646644 8.482400999999999)"
62,62,"LINESTRING (103.198253 13.10296, 103.193449 13.107741, 103.137461 13.110993, 103.136374 13.128509, 103.118424 13.143106, 103.114186 13.154032, 103.108605 13.218193, 103.091183 13.254861, 103.08915 13.280756, 103.034921 13.366163, 103.018104 13.402775, 103.012367 13.477691, 103.02281 13.537356, 103.017693 13.545211, 102.986904 13.551856, 102.982829 13.573296, 102.968377 13.588066, 103.003074 13.616201, 103.108929 13.633198, 103.293605 13.612301, 103.350216 13.597684, 103.402422 13.592607, 103.557032 13.531352, 103.707927 13.454954, 103.860941 13.362028)"
